eventid,iyear,imonth,iday,approxdate,extended,resolution,country,country_txt,region,region_txt,provstate,city,latitude,longitude,specificity,vicinity,location,summary,crit1,crit2,crit3,doubtterr,alternative,alternative_txt,multiple,success,suicide,attacktype1,attacktype1_txt,attacktype2,attacktype2_txt,attacktype3,attacktype3_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1,natlty1_txt,targtype2,targtype2_txt,targsubtype2,targsubtype2_txt,corp2,target2,natlty2,natlty2_txt,targtype3,targtype3_txt,targsubtype3,targsubtype3_txt,corp3,target3,natlty3,natlty3_txt,gname,gsubname,gname2,gsubname2,gname3,gsubname3,motive,guncertain1,guncertain2,guncertain3,individual,nperps,nperpcap,claimed,claimmode,claimmode_txt,claim2,claimmode2,claimmode2_txt,claim3,claimmode3,claimmode3_txt,compclaim,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weaptype2,weaptype2_txt,weapsubtype2,weapsubtype2_txt,weaptype3,weaptype3_txt,weapsubtype3,weapsubtype3_txt,weaptype4,weaptype4_txt,weapsubtype4,weapsubtype4_txt,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,propextent_txt,propvalue,propcomment,ishostkid,nhostkid,nhostkidus,nhours,ndays,divert,kidhijcountry,ransom,ransomamt,ransomamtus,ransompaid,ransompaidus,ransomnote,hostkidoutcome,hostkidoutcome_txt,nreleased,addnotes,scite1,scite2,scite3,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,related
197004230003,1970,4,23,,0,,217,"United States",1,"North America","Puerto Rico",Aguada,18.379626,-67.188421,1,0,"Atop a mountain","4/23/1970: In a series of four related incidents, the Armed Commandos of Liberation claimed credit for placing bombs that were discovered at the International Telephone and Telegraph building in Puerto Rico.  Cumulatively, fifty-one out of fifty-three  bombs failed to explode with the remaining two bombs causing minor damage.",1,1,1,0,,,1,0,0,3,Bombing/Explosion,,,,,16,Telecommunication,90,Telephone/Telegraph,"Puerto Rican telecommunications facility","International Telephone and Telegraph",217,"United States",,,,,,,,,,,,,,,,,"Armed Commandos of Liberation",,,,,,"To cripple the telecommunications facilities of Puerto Rico",0,,,0,-99,-99,1,1,Letter,,,,,,,,6,Explosives/Bombs/Dynamite,14,"Time Fuse",,,,,,,,,,,,,"51 bombs were found minutes before they were set to explode.",0,0,0,0,0,0,0,,,,"In the four attacks, cumulatively, only two bombs exploded causing minor damage.",0,,,,,,,0,,,,,,,,,"Part of a multiple attack with 197004230002, 197004230001, and 197004230004.  The overall goal of the bombings were to cripple Puerto Rican telecommunication facilities.  No information could be found describing a specific breakdown of how many bombs were placed at each target.  The Armed Commandos of Liberation claimed that the attacks caused more damage than what the media reported.  Specifically, the ACL claimed that the police microwave communications were destroyed.   This incident took place at the same time that the La Liga Socialista Puertorriquena led a strike against General Electric in Puerto Rico.","""51 Bombs Dismantled in Puerto Rico"" Washington Post, April 24, 1970.","""San Juan Bombs Hit Police Radios"" Washington Post, April 29, 1970.","""Toward People's War for Independence and Socialism in Puerto Rico: In Defense of Armed Struggle,"" Documents and Communiqués from the Revolutionary Public Independence Movement and the Armed Clandestine Movement, January 1987.","Hewitt Project",0,0,0,0,"197004230003, 197004230001, 197004230002, 197004230004"
197004230004,1970,4,23,,0,,217,"United States",1,"North America","Puerto Rico",Aguada,18.379626,-67.188421,1,0,"Atop a mountain","4/23/1970: In a series of four related incidents, the Armed Commandos of Liberation claimed credit for placing bombs in a Puerto Rican police station.  The perpetrators were targeting communication devices.  Cumulatively, fifty-one out of fifty-three bombs failed to explode with the remaining two bombs causing minor damage.",1,1,1,0,,,1,0,0,3,Bombing/Explosion,,,,,3,Police,22,"Police Building (headquarters, station, school)","Puerto Rican Police Station","Police telecommunication devices",163,"Puerto Rico",,,,,,,,,,,,,,,,,"Armed Commandos of Liberation",,,,,,"To cripple the telecommunications facilities of Puerto Rico",0,,,0,-99,-99,1,1,Letter,,,,,,,,6,Explosives/Bombs/Dynamite,14,"Time Fuse",,,,,,,,,,,,,"51 bombs were found minutes before they were set to explode.",0,0,0,0,0,0,0,,,,"In the four attacks, cumulatively, only two bombs exploded causing minor damage.",0,,,,,,,0,,,,,,,,,"Part of a multiple attack with 197004230002, 197004230003, and 197004230001.  The overall goal of the bombings were to cripple Puerto Rican telecommunication facilities.  No information could be found describing a specific breakdown of how many bombs were placed at each target.  The Armed Commandos of Liberation claimed that the attacks caused more damage than what the media reported.  Specifically, the ACL claimed that the police microwave communications were destroyed.  This incident took place at the same time that the La Liga Socialista Puertorriquena led a strike against General Electric in Puerto Rico.","""51 Bombs Dismantled in Puerto Rico"" Washington Post, April 24, 1970.","""San Juan Bombs Hit Police Radios"" Washington Post, April 29, 1970.","""Toward People's War for Independence and Socialism in Puerto Rico: In Defense of Armed Struggle,"" Documents and Communiqués from the Revolutionary Public Independence Movement and the Armed Clandestine Movement, January 1987.","Hewitt Project",0,0,0,0,"197004230004, 197004230001, 197004230002, 197004230003"
197004240001,1970,4,24,,0,,217,"United States",1,"North America",California,"Palo Alto",37.44466,-122.160794,1,0,"Stanford University","4/24/1970:  Unknown perpetrators threw firebombs into two separate wings of the Center for Advanced Studies of Behavioral Sciences Building at Stanford University in Palo Alto, California, United States.  There were no casualties but there was an estimated $100,000 in damages not including lost research.",1,1,1,0,,,0,1,0,7,"Facility/Infrastructure Attack",,,,,8,"Educational Institution",49,"School/University/Educational Building","Stanford University","Center for Advanced Studies in Behavioral Sciences",217,"United States",,,,,,,,,,,,,,,,,"Student Radicals",,,,,,"Protest the presence of the R.O.T.C. at Stanford University.",0,,,0,-99,-99,0,,,,,,,,,,8,Incendiary,19,"Molotov Cocktail/Petrol Bomb",,,,,,,,,,,,,"Two firebombs thrown through windows in separate parts of the building",0,0,0,0,0,0,1,3,"Minor (likely < $1 million)",100000,"Damages to two separate wings of the building.  The research of ten scholars was destroyed.",0,,,,,,,0,,,,,,,,,"The attack occurred three hours after a sit-in at Stanford University protesting the R.O.T.C..  World renowned scholar M. N. Srinivas lost his lifework on the Indian caste system as a result of the fire.","Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","""Fire After Stanford Sit-in Destroys 10 Scholars' Work,"" Washington Post, April 25, 1970.","Marcia McKnight Trick, ""Chronology of Incidents of Terroristic, Quasi-Terroristic, and Political Violence in the United States: January 1965 to March 1976,"" National Advisory Committee on Criminal Justice Standards and Goals: Report of the Task Force on Disorders and Terrorism, 1976.","Hewitt Project",-9,-9,0,-9,
197004240002,1970,4,24,,0,,217,"United States",1,"North America",Maryland,Baltimore,39.290555,-76.609604,1,0,"West Baltimore","4/24/1970: Three members of the Black Panthers Party opened fire on a police vehicle parked in Baltimore, Maryland, United States.  Patrolman Donald Sager was killed and police officer Stanley Sierakowski was critically wounded but survived.  The perpetrators were under orders from the Black Panthers to kill police.",1,1,1,0,,,0,1,0,2,"Armed Assault",,,,,3,Police,25,"Police Security Forces/Officers","Baltimore Police Department","Baltimore Police Officers",217,"United States",,,,,,,,,,,,,,,,,"Black Panthers",,,,,,"To kill police",0,,,0,3,3,0,,,,,,,,,,5,Firearms,2,"Automatic Weapon",5,Firearms,3,Handgun,,,,,,,,,".45 caliber semi-automatic pistol and .38 caliber pistol",1,1,0,1,1,0,0,,,,,0,,,,,,,0,,,,,,,,,"The killings were part of a Black Panthers initiation ritual.  All three perpetrators were convicted and received life sentences.","George J. Hiltner, ""City Panther is Convicted of Murder,"" Washington Post, January 16, 1970.","Laurie Willis, ""Judge Affirms 1972 Life Term,"" Baltimore Sun, December 5, 1972.","George J. Hiltner, ""Panther Gets Life, 15 Years in Police Killings,"" Washington Post, June 17, 1972.","Hewitt Project",0,0,0,0,
197004240003,1970,4,24,,0,,217,"United States",1,"North America","New York","New York City",40.78306,-73.971249,1,0,Manhattan,"4/24/1970: Unknown perpetrators bombed the Army and Air Force Recruiting Office located in an office building in Manhattan, New York, United States.  There were no casualties but the building sustained extensive damages.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,4,Military,28,"Military Recruiting Station/Academy","Army and Air Force Recruiting Office","Army and Air Force Recruiting Office, Harlem New York",217,"United States",,,,,,,,,,,,,,,,,"Left-Wing Militants",,,,,,"Protest the Vietnam War and US military",0,,,0,-99,-99,0,,,,,,,,,,6,Explosives/Bombs/Dynamite,17,"Other Explosive Type",,,,,,,,,,,,,"Homemade pipe bomb",0,0,0,0,0,0,1,3,"Minor (likely < $1 million)",,"Almost the entire rear of the facility was destroyed  Walls, furniture, and windows were damaged.",0,,,,,,,0,,,,,,,,,"Police believed that the same perpetrators also carried out 197004290001.","Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","Robert D. McFadden, ""Recruiting Office Damaged By Bomb,"" New York Times, April 25, 1970.","""Homemade Bomb Is Found Near Harlem Police Station,"" New York Times, April 30, 1970.","Hewitt Project",-9,-9,0,-9,
197004240004,1970,4,24,,0,,217,"United States",1,"North America","New York","New York City",40.764469,-73.974488,1,0,Manhattan,"4/24/1970: Republic of China's Vice Premier, Chiang Ching-kuo was visiting the United States for a meeting of the Far East-America Council of Commerce and Industry. While entering Manhattan's Plaza Hotel for a luncheon, an Asian man ran towards Chiang, pointing a black automated pistol. New York Detective James Ziede, acting as Chiang's security, grabbed the  assailant's arm before he shot, deflecting the bullet aimed at Chiang towards the glass door and Chiang remained unharmed.  Peter Huang Wen-hsiung, a Taiwan-born Chinese, and his brother-in-law, Cheng Tzu-tsai, were the named assailants.",1,1,1,0,,,0,0,0,1,Assassination,,,,,7,"Government (Diplomatic)",45,"Diplomatic Personnel (outside of embassy, consulate)","Vice Premier of the Republic of China","Chiang Ching-kuo",44,China,,,,,,,,,,,,,,,,,"The World United Formosans for Independence (WUFI)",,,,,,"Peter Huang Wen-hsiung Taiwan, a  member of WUFI, a pro-independence group, was opposed to the political views of the KMT, Chiang's party,  who favored the re-unification of Taiwan with mainland China.",0,,,0,2,2,1,8,"Personal claim",,,,,,,,5,Firearms,3,Handgun,,,,,,,,,,,,,"Black automated pistol",0,0,0,0,0,0,1,3,"Minor (likely < $1 million)",,"The deflected bullet hit the Plaza Hotel's revolving glass door.",0,,,,,,,0,,,,,,,,,"Huang and Cheng Tzu-tsai were arrested but jumped bail and fled the United States.","“Taiwan: A Shot at Chiang.” Time Magazine, May 4, 1970.","“Failed Assassin Vows to Pursue Independence for Taiwan.” Agence France Presse, May 6, 1996, International News Section.","Bodeen, Christopher. “Would Be Assassin Resurfaces in a Changed Taiwan.” Cornell University Press, May 6, 1996, International News Section.","Hewitt Project",0,1,1,1,
197004250001,1970,4,25,,0,,209,Turkey,10,"Middle East & North Africa",Istanbul,Istanbul,41.014836,28.961414,1,0,,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,6,"Airports & Aircraft",43,"Airline Officer/Personnel",,"EL AL Office",97,Israel,,,,,,,,,,,,,,,,,Palestinians,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,"Unknown Explosive Type",,,,,,,,,,,,,Explosive,0,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,1,0,1,1,
197004250003,1970,4,25,,0,,217,"United States",1,"North America",Pennsylvania,Philadelphia,39.952219,-75.193214,1,0,,"4/25/1970: Doughtry Long, a former associate dean of students at the University of Pennsylvania, was arrested for throwing two Molotov cocktails into the Office of Community Relations in the College Hall building at the Philadelphia, United States campus.  There were no casualties and it is unknown whether the building sustained damages.",1,1,1,0,,,0,1,0,7,"Facility/Infrastructure Attack",,,,,8,"Educational Institution",49,"School/University/Educational Building","University of Pennsylvania","Office of Community Relations, College Hall",217,"United States",,,,,,,,,,,,,,,,,"Left-Wing Militants",,,,,,"Protest the University of Pennsylvania's policies towards minorities",0,,,0,1,1,0,,,,,,,,,,8,Incendiary,19,"Molotov Cocktail/Petrol Bomb",,,,,,,,,,,,,"Molotov Cocktails",0,0,0,0,0,0,-9,4,Unknown,,,0,,,,,,,0,,,,,,,,,"Doughtry Long resigned from the University of Pennsylvania two weeks earlier over a dispute involving the distribution of funds  to African American students.  John Hardwick was question by the police about the attack, but never charged.","Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","""Ex-College Aide Is Charged In Series Of Fires,"" Baltimore Sun, April 27, 1970.","""Ex-Aide to Dean Accused of Setting Penn Campus Fires,"" New York Times, April 27, 1970.","Hewitt Project",-9,-9,0,-9,
197004250004,1970,4,25,,0,,217,"United States",1,"North America",Michigan,"East Lansing",42.7375,-84.483779,1,0,,"4/25/1970: In a series of related incidents, unknown perpetrators bombed the East Lansing State Bank in East Lansing, Michigan United States.  There were no casualties but the building sustained minor damages.",1,1,1,0,,,1,1,0,3,Bombing/Explosion,,,,,1,Business,3,Bank/Commerce,"East Lansing Bank","East Lansing State Bank",217,"United States",,,,,,,,,,,,,,,,,"Left-Wing Militants",,,,,,,0,,,0,-99,-99,0,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,"Unknown Explosive Type",,,,,,,,,,,,,"Explosive taped to window",0,0,0,0,0,0,1,3,"Minor (likely < $1 million)",333,"Softball sized hole in window",0,,,,,,,0,,,,,,,,,"Part of a multiple attack with 197004250005 and 197004250006.  The combined damages in three attacks was estimated to be $1,000.","Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","""2 Oil Slicks Spotted Off Louisiana Coast,"" Washington Post, April 26.",,"Hewitt Project",-9,-9,0,-9,"197004250004, 197004250005, 197004250006"
197004250005,1970,4,25,,0,,217,"United States",1,"North America",Michigan,"East Lansing",42.7375,-84.483779,1,0,,"4/25/1970: In a series of related incidents, unknown perpetrators bombed the First National Bank in East Lansing, Michigan, United States.  There were no casualties but the building sustained minor damages.",1,1,1,0,,,1,1,0,3,Bombing/Explosion,,,,,1,Business,3,Bank/Commerce,"East Lansing Bank","First National Bank, East Lansing",217,"United States",,,,,,,,,,,,,,,,,"Left-Wing Militants",,,,,,,0,,,0,-99,-99,0,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,"Unknown Explosive Type",,,,,,,,,,,,,"Explosive taped to window",0,0,0,0,0,0,1,3,"Minor (likely < $1 million)",333,"Shattered glass front door",0,,,,,,,0,,,,,,,,,"Part of a multiple attack with 197004250004 and 197004250006.  The combined damages in three attacks was estimated to be $1,000.","Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","""2 Oil Slicks Spotted Off Louisiana Coast,"" Washington Post, April 26.",,"Hewitt Project",-9,-9,0,-9,"197004250005, 197004250004, 197004250006"
197004250006,1970,4,25,,0,,217,"United States",1,"North America",Michigan,"East Lansing",42.7375,-84.483779,1,0,,"4/25/1970: In a series of related incidents, unknown perpetrators bombed the East Lansing Savings & Loan in East Lansing, Michigan, United States.  There were no casualties but the building sustained minor damages.",1,1,1,0,,,1,1,0,3,Bombing/Explosion,,,,,1,Business,3,Bank/Commerce,"East Lansing Bank","East Lansing Savings & Loan",217,"United States",,,,,,,,,,,,,,,,,"Left-Wing Militants",,,,,,,0,,,0,-99,-99,0,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,"Unknown Explosive Type",,,,,,,,,,,,,"Explosive taped to window",0,0,0,0,0,0,1,3,"Minor (likely < $1 million)",333,"Softball sized hole in window",0,,,,,,,0,,,,,,,,,"Part of a multiple attack with 197004250004 and 197004250005.  The combined damages in three attacks was estimated to be $1,000.","Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","""2 Oil Slicks Spotted Off Louisiana Coast,"" Washington Post, April 26.",,"Hewitt Project",-9,-9,0,-9,"197004250006, 197004250004, 197004250005"
197004260001,1970,4,26,,0,,217,"United States",1,"North America",Louisiana,"Baton Rouge",30.443335,-91.186994,1,0,,,1,1,1,0,,,1,1,0,3,Bombing/Explosion,,,,,2,"Government (General)",21,"Government Building/Facility/Office",,"State Capitol",217,"United States",,,,,,,,,,,,,,,,,"Black Nationalists",,,,,,,1,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,"Unknown Explosive Type",,,,,,,,,,,,,Explosive,0,,,0,,,1,3,"Minor (likely < $1 million)",100000,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,"197004260001, 197004260002"
197004260002,1970,4,26,,0,,217,"United States",1,"North America",Louisiana,"Baton Rouge",30.443335,-91.186994,1,1,"Outskirts of city","4/26/1970: In a series of two incidents that were possibly related, suspected Black nationalists bombed a water cooling tower adjacent to the Baton Rouge Country Club in Louisiana, United States moments before the Louisiana State Capital Building was bombed.  There were no casualties but the tower was destroyed and the country club sustained slight damages.",1,1,1,0,,,1,1,0,3,Bombing/Explosion,,,,,9,"Food or Water Supply",52,"Water Supply","Baton Rouge Country Club",,217,"United States",,,,,,,,,,,,,,,,,"Black Nationalists",,,,,,,1,,,0,-99,-99,0,,,,,,,,,,6,Explosives/Bombs/Dynamite,28,Dynamite/TNT,,,,,,,,,,,,,,0,0,0,0,0,0,1,3,"Minor (likely < $1 million)",,"Country club building sustained slight damages and water cooling tower was demolished",0,,,,,,,0,,,,,,,,,"This incident might be part of a multiple attack with 197004260001.  The bomb went off ten minutes before the attack on the state capital building.  Authorities were unsure whether the bomb consisted of dynamite, as was the case in 197004260001.  The motive of the state capital bombing was to seek revenge for the killing of three African Americans by Louisiana policemen.  There was also an attempted bombing of the country club four days later (197004300001).","Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","""1 of 2 Baton Rouge Explosions Rips Capitol's Senate Chamber,"" New York Times, April 27, 1970.","""Note Calls La. Capitol Blast 'Revenge,'"" Washington Post, April 28, 1970.","Hewitt Project",-9,-9,0,-9,"197004260002, 197004260001"
197004260003,1970,4,26,,0,,217,"United States",1,"North America",Minnesota,Robbinsdale,45.031807,-93.336547,1,0,"Outside of front door","4/26/1970: Unknown perpetrators bombed the Selective Service Office, Local Board Number 51 in Robbinsdale, Minnesota, United States.  There were no casualties and it is unclear whether the building was damaged.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,2,"Government (General)",21,"Government Building/Facility/Office","Selective Service","Robbinsdale Selective Service Office, Local Board Number 51",217,"United States",,,,,,,,,,,,,,,,,"Left-Wing Militants",,,,,,"To sabotage the draft",0,,,0,-99,-99,0,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,"Unknown Explosive Type",,,,,,,,,,,,,,0,0,0,0,0,0,-9,4,Unknown,,,0,,,,,,,0,,,,,,,,,,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.",,,"Hewitt Project",-9,-9,0,-9,
197004270001,1970,4,27,,0,,217,"United States",1,"North America",Iowa,"Iowa City",41.657825,-91.526534,1,0,"Metal trash container","4/27/1970: Unknown perpetrators detonated a bomb on a street in Iowa City, Iowa, United States.  There was two injuries and twelve businesses were damaged at a total estimated cost of $20,000.",1,1,1,1,2,"Other Crime Type",0,1,0,3,Bombing/Explosion,,,,,1,Business,,,"Iowa City Businesses",,217,"United States",,,,,,,,,,,,,,,,,"Black Nationalists",,,,,,,1,,,0,-99,-99,0,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,"Unknown Explosive Type",,,,,,,,,,,,,Explosives,0,0,0,2,2,0,1,3,"Minor (likely < $1 million)",20000,"Twelve businesses damaged",0,,,,,,,0,,,,,,,,,"The bombing occurred one block away from the University of Iowa.  Kathy Scharf and her mother Merlin Edwards were lightly wounded in the attack.","Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","Bill Lynch, ""Note Calls La. Capitol Blast 'Revenge,'"" Washington Post, April 28, 1970.",,"Hewitt Project",-9,-9,0,-9,
197004270002,1970,4,27,,0,,217,"United States",1,"North America",Connecticut,"New Haven",41.312065,-72.928288,1,0,"Yale Law School","4/27/1970: Unknown perpetrators set a fire in the basement of the Yale Law School Library in New Haven, Connecticut, United States.  There were no casualties but around five hundred books were destroyed and the library sustained structural damage.",1,1,1,0,,,0,1,0,7,"Facility/Infrastructure Attack",,,,,8,"Educational Institution",49,"School/University/Educational Building","Yale Law School","Yale Law School Library",217,"United States",,,,,,,,,,,,,,,,,"Student Radicals",,,,,,"Protest the refusal of Yale Law School to cancel classes on May Day.",0,,,0,-99,-99,0,,,,,,,,,,8,Incendiary,18,Arson/Fire,,,,,,,,,,,,,,0,0,0,0,0,0,1,3,"Minor (likely < $1 million)",2500,"Five hundred books destroyed and the building sustained considerable damage",0,,,,,,,0,,,,,,,,,"The attack occurred four days before a planned rally in support of the Black Panthers at Yale Law School.  In response to the fire, it is widely assumed that Yale students began to turn against the radical policies of the protesters.","Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","""Fire Hits Yale Law Library,"" Washington Post, April 28, 1970.","Williamjames Hull Hoffer, ""Dark Ages?"" American History, 2006.","Hewitt Project",-9,-9,0,-9,
197004270003,1970,4,27,,0,,217,"United States",1,"North America",Illinois,Evanston,42.056459,-87.675267,1,0,"Northwestern University","4/27/1970: Unknown perpetrators set fire to the department of linguistics building at Northwestern University in Evanston, Illinois, United States.  There were no casualties but the fire caused an estimated $15,000 in damage.",1,1,1,0,,,0,1,0,7,"Facility/Infrastructure Attack",,,,,8,"Educational Institution",49,"School/University/Educational Building","Northwestern University","Department of Linguistics Building",217,"United States",,,,,,,,,,,,,,,,,"Student Radicals",,,,,,"Protest military research conducted at Northwestern University.",0,,,0,-99,-99,0,,,,,,,,,,8,Incendiary,18,Arson/Fire,,,,,,,,,,,,,Arson,0,0,0,0,0,0,1,3,"Minor (likely < $1 million)",15000,,0,,,,,,,0,,,,,,,,,"The perpetrators wrongly suspected that military research was conducted in the linguistics building at the time.","Jay Pridmore, ""Northwestern University: Celebrating 150 Years,"" Northwestern University Press, 2000.","Christopher Hewitt, ""Political Violence and Terrorism in Modern America: A Chronology,"" Praeger Security International, 2005.","""Guerrilla Acts of Sabotage and Terrorism in the United States 1965-1970,"" Scanlan's Magazine, January 1971.","Hewitt Project",-9,-9,0,-9,
197004270004,1970,4,27,,0,,217,"United States",1,"North America",California,Fullerton,33.882923,-117.929104,1,0,"California State University, Fullerton","4/27/1970: Unknown perpetrators placed seven sticks of dynamite in the science building at California State University, Fullerton, United States.  The dynamite was discovered and subsequently removed.",1,1,1,0,,,0,0,0,3,Bombing/Explosion,,,,,8,"Educational Institution",49,"School/University/Educational Building","California State University, Fullerton","Science Building at California State University, Fullerton",217,"United States",,,,,,,,,,,,,,,,,"Student Radicals",,,,,,,0,,,0,-99,-99,0,,,,,,,,,,6,Explosives/Bombs/Dynamite,28,Dynamite/TNT,,,,,,,,,,,,,"Seven sticks of dynamite",0,0,0,0,0,0,0,,,,,0,,,,,,,0,,,,,,,,,,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.",,,"Hewitt Project",-9,-9,0,-9,
197004270005,1970,4,27,,0,,217,"United States",1,"North America",Iowa,Ames,42.025345,-93.620199,1,0,,"4/27/1970: Unknown perpetrators placed an incendiary device in the garage of Judge John McKinney in Ames, Iowa, United States.  The device was discovered and subsequently disarmed.  Judge John McKinney resided over multiple cases against Anti-War protesters.",1,1,1,0,,,0,0,0,7,"Facility/Infrastructure Attack",,,,,14,"Private Citizens & Property",68,"Named Civilian",,"Judge John McKinney",217,"United States",,,,,,,,,,,,,,,,,"Left-Wing Militants",,,,,,"Protest the establishment in Ames Iowa.",0,,,0,-99,-99,0,,,,,,,,,,8,Incendiary,20,"Gasoline or Alcohol",,,,,,,,,,,,,"Incendiary device",0,0,0,0,0,0,0,,,,,0,,,,,,,0,,,,,,,,,,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.",,,"Hewitt Project",-9,-9,0,-9,
197004270006,1970,4,27,,0,,217,"United States",1,"North America",Missouri,"St. Charles",38.788097,-90.497479,1,0,,"4/27/1970: Unknown perpetrators bombed the car of the chairman of a group supporting pro-environmental legislation in St. Charles, Missouri, United States.  There were no casualties but the car was slightly damaged.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,14,"Private Citizens & Property",77,"Laborer (General)/Occupation Identified","Chairman of group proposing pro-environmental legislation",,217,"United States",,,,,,,,,,,,,,,,,Unknown,,,,,,"Protest ""river-saving"" legislation in St. Charles Missouri.",0,,,0,-99,-99,0,,,,,,,,,,6,Explosives/Bombs/Dynamite,28,Dynamite/TNT,,,,,,,,,,,,,Dynamite,0,0,0,0,0,0,1,3,"Minor (likely < $1 million)",,"Car slightly damaged",0,,,,,,,0,,,,,,,,,,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.",,,"Hewitt Project",-9,-9,0,-9,
197004280001,1970,4,28,,0,,362,"West Germany (FRG)",8,"Western Europe",Berlin,"West Berlin",52.505803,13.331741,1,0,,,1,1,1,0,,,0,1,0,7,"Facility/Infrastructure Attack",,,,,1,Business,3,Bank/Commerce,,Bank,75,Germany,,,,,,,,,,,,,,,,,"Extraparliamentary Opposition (APO)",,,,,,,0,,,0,,,,,,,,,,,,,8,Incendiary,19,"Molotov Cocktail/Petrol Bomb",,,,,,,,,,,,,"Molotov cocktails",0,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,1,0,1,1,
197004280002,1970,4,28,,0,,499,"East Germany (GDR)",9,"Eastern Europe",,"East Berlin",52.516667,13.4,1,0,,,1,1,1,-9,,,0,1,0,7,"Facility/Infrastructure Attack",,,,,2,"Government (General)",14,Judge/Attorney/Court,,"Court Bldg",75,Germany,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,8,Incendiary,,,,,,,,,,,,,,,Incendiary,,,,,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,1,1,
197004290001,1970,4,29,,0,,217,"United States",1,"North America","New York","New York City",40.78306,-73.971249,1,0,Manhattan,"4/30/1970: Unknown perpetrators placed a pipe bomb near a police station in Manhattan, New York, United States.  The bomb was discovered and subsequently removed.",1,1,1,0,,,0,0,0,3,Bombing/Explosion,,,,,3,Police,22,"Police Building (headquarters, station, school)","New York Police Department","West 123d Street Police Station in Harlem",217,"United States",,,,,,,,,,,,,,,,,"Black Nationalists",,,,,,,1,,,0,-99,-99,0,,,,,,,,,,6,Explosives/Bombs/Dynamite,17,"Other Explosive Type",,,,,,,,,,,,,"Eighteen inch pipe bomb with one inch diameter, both ends filled with low order powder",0,0,0,0,0,0,0,,,,,0,,,,,,,0,,,,,,,,,"Police believed that the same perpetrators also carried out 197004240003.  The pipe bomb was discovered in a brown canvas bag, fifty feet away from the police station.","Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","""Homemade Bomb Is Found Near Harlem Police Station,"" New York Times, April 30, 1970.",,"Hewitt Project",-9,-9,0,-9,
